Sno,date,country,Cured,Death,Confirmed,Total Test,"Serious,Critical",Total cases
4573,06/01/2021,Anguilla,5172,44,7745,109,,0
4574,06/02/2021,Anguilla,564,2,946,109,,0
4575,06/03/2021,Anguilla,116372,3853,131219,109,,0
4576,06/04/2021,Anguilla,3410,36,5119,109,,0
4577,06/05/2021,Anguilla,41380,2348,56874,109,,0
4578,06/06/2021,Anguilla,25046,397,32127,109,,0
4579,06/07/2021,Anguilla,1216,14,2270,109,,0
4580,06/08/2021,Anguilla,10402,321,18390,109,,0
4581,06/09/2021,Anguilla,3770,89,8683,109,,0
4582,06/10/2021,Anguilla,37685,1953,101465,109,,0
4583,06/11/2021,Anguilla,10045,63,19727,109,,0
4584,06/12/2021,Anguilla,1066,4,1306,109,,0
4585,6/13/2021,Anguilla,19791,820,28589,109,,0
4586,6/14/2021,Anguilla,221944,13883,383723,109,,0
4587,6/15/2021,Anguilla,1596,0,2286,109,,0
4588,6/16/2021,Anguilla,186,5,738,109,,0
4589,6/17/2021,Anguilla,193,0,384,109,,0
4590,6/18/2021,Anguilla,569,5,1385,109,,0
4591,6/19/2021,Anguilla,17374,147,26892,109,,0
4592,6/20/2021,Anguilla,1720,43,2872,109,,0
4593,6/21/2021,Anguilla,9064,318,13769,109,,0
4594,6/22/2021,Anguilla,26123,631,36878,109,,0
4595,6/23/2021,Anguilla,174,1,555,109,,0
4596,6/24/2021,Anguilla,162249,3571,220716,109,,0
4597,6/25/2021,Anguilla,42909,480,57142,109,,0
4598,6/26/2021,Anguilla,2467,17,4049,109,,0
4599,6/27/2021,Anguilla,3675,66,6328,109,,0
4600,6/28/2021,Anguilla,42833,1456,70493,109,,0
4601,6/29/2021,Anguilla,39917,1411,60830,109,,0
4602,6/30/2021,Anguilla,196,1,363,109,,0
4603,07/01/2021,Anguilla,52622,1148,110297,109,,0
4604,07/02/2021,Anguilla,617,3,1330,109,,0
4605,07/03/2021,Anguilla,26618,88,34947,111,,2
4606,07/04/2021,Anguilla,28856,269,43843,111,,0
4607,07/05/2021,Anguilla,599,14,934,111,,0
4608,07/06/2021,Anguilla,5439,46,8257,111,,0
4609,07/07/2021,Anguilla,596,2,982,111,,0
4610,07/08/2021,Anguilla,117507,3881,132275,111,,0
4611,07/09/2021,Anguilla,3595,36,5287,111,,0
4612,07/10/2021,Anguilla,42412,2372,57982,111,,0
4613,07/11/2021,Anguilla,25758,406,32876,111,,0
4614,07/12/2021,Anguilla,1234,14,2330,111,,0
4615,7/13/2021,Anguilla,10885,333,18879,111,,0
4616,7/14/2021,Anguilla,3868,89,9078,111,,0
4617,7/15/2021,Anguilla,40504,2055,107001,111,,0
4618,7/16/2021,Anguilla,10724,67,20894,112,,1
4619,7/17/2021,Anguilla,1067,6,1327,112,,0
4620,7/18/2021,Anguilla,20343,830,29217,112,,0
4621,7/19/2021,Anguilla,232277,14165,391440,113,,1
4622,7/20/2021,Anguilla,1612,0,2317,113,,0
4623,7/21/2021,Anguilla,194,5,779,113,,0
4624,7/22/2021,Anguilla,198,0,384,113,,0
4625,7/23/2021,Anguilla,577,5,1460,113,,0
4626,7/24/2021,Anguilla,18061,154,28107,113,,0
4627,7/25/2021,Anguilla,1782,47,3011,113,,0
4628,7/26/2021,Anguilla,9752,336,14378,113,,0
4629,7/27/2021,Anguilla,27202,644,38514,113,,0
4630,7/28/2021,Anguilla,186,1,579,113,,0
4631,7/29/2021,Anguilla,166956,3659,227688,113,,0
4632,7/30/2021,Anguilla,42909,480,57142,113,,0
4633,7/31/2021,Anguilla,2621,21,4269,113,,0
4634,08/01/2021,Anguilla,3720,70,6587,113,,0
4635,08/02/2021,Anguilla,44520,1497,73951,113,,0
4636,08/03/2021,Anguilla,42022,1449,62964,113,,0
4637,08/04/2021,Anguilla,201,2,428,113,,0
4638,08/05/2021,Anguilla,55406,1213,120390,113,,0
4639,08/06/2021,Anguilla,677,3,1410,113,,0
4640,08/07/2021,Anguilla,27832,92,36295,113,,0
4641,08/08/2021,Anguilla,30320,278,46080,113,,0
4642,08/09/2021,Anguilla,611,14,978,113,,0
4643,08/10/2021,Anguilla,5636,48,8539,113,,0
4644,08/11/2021,Anguilla,648,2,1026,113,,0
4645,08/12/2021,Anguilla,118633,3907,133310,127,,14
4646,8/13/2021,Anguilla,3784,39,5489,127,,0
4647,8/14/2021,Anguilla,43195,2396,59126,127,,0
4648,8/15/2021,Anguilla,26420,413,33631,127,,0
4649,8/16/2021,Anguilla,1332,14,2403,137,,10
4650,8/17/2021,Anguilla,11322,348,19419,137,,0
4651,8/18/2021,Anguilla,4035,98,9861,137,,0
4652,8/19/2021,Anguilla,42901,2147,112504,154,,17
4653,8/20/2021,Anguilla,11365,68,21797,154,,0
4654,8/21/2021,Anguilla,1080,6,1347,166,,12
4655,8/22/2021,Anguilla,20934,843,30134,166,,0
4656,8/23/2021,Anguilla,239755,14463,400651,166,,0
4657,8/24/2021,Anguilla,1639,0,2458,166,,0
4658,8/25/2021,Anguilla,207,5,784,174,,8
4659,8/26/2021,Anguilla,215,0,398,194,,20
4660,8/27/2021,Anguilla,595,5,1513,194,,0
4661,8/28/2021,Anguilla,18939,159,29175,194,,0
4662,8/29/2021,Anguilla,1874,47,3177,201,,7
4663,8/30/2021,Anguilla,10213,361,14946,217,,16
4664,8/31/2021,Anguilla,27569,650,38964,217,,0
4665,09/01/2021,Anguilla,198,1,596,217,,0
4666,09/02/2021,Anguilla,172883,3741,234114,256,,39
4667,09/03/2021,Anguilla,43751,492,58906,256,,0
4668,09/04/2021,Anguilla,2678,21,4485,279,,23
4669,09/05/2021,Anguilla,3811,72,6866,279,,0
4670,09/06/2021,Anguilla,45807,1530,77334,296,,17
4671,09/07/2021,Anguilla,44116,1490,65258,296,,0
4672,09/08/2021,Anguilla,201,4,471,305,,9
4673,09/09/2021,Anguilla,60024,1281,130557,305,,0
4674,09/10/2021,Anguilla,827,3,1484,312,,7
4675,09/11/2021,Anguilla,29080,94,38407,312,,0
4676,09/12/2021,Anguilla,31350,282,48477,312,,0
4677,9/13/2021,Anguilla,647,14,1016,318,,6
4678,9/14/2021,Anguilla,5921,51,8761,318,,0
4679,9/15/2021,Anguilla,668,2,1064,325,,7
4680,9/16/2021,Anguilla,119724,3936,134403,325,,0
4681,9/17/2021,Anguilla,4005,42,5704,331,,6
4682,9/18/2021,Anguilla,44074,2418,60285,331,,0
4683,9/19/2021,Anguilla,27340,417,34254,331,,0
4684,9/20/2021,Anguilla,1387,14,2506,340,,9
4685,9/21/2021,Anguilla,11842,365,19869,340,,0
4686,9/22/2021,Anguilla,4176,103,10167,350,0,10
4687,9/23/2021,Anguilla,46694,2230,118632,350,0,0
4688,9/24/2021,Anguilla,12159,70,22303,364,0,14
4689,9/25/2021,Anguilla,1094,7,1378,364,0,0
4690,9/26/2021,Anguilla,21657,857,30968,364,0,0
4691,9/27/2021,Anguilla,248615,14729,411798,389,0,25
4692,9/28/2021,Anguilla,1672,4,2505,389,0,0
4693,9/29/2021,Anguilla,210,5,803,409,0,20
4694,9/30/2021,Anguilla,234,0,408,409,0,0
4695,10/01/2021,Anguilla,625,5,1566,425,0,16
4696,10/02/2021,Anguilla,19746,169,30378,425,0,0
4697,10/03/2021,Anguilla,1958,48,3298,425,0,0
4698,10/04/2021,Anguilla,10509,370,15456,453,0,28
4699,10/05/2021,Anguilla,28385,663,40145,453,0,0
4700,10/06/2021,Anguilla,214,1,610,499,0,46
4701,10/07/2021,Anguilla,178178,3838,239978,499,0,0
4702,10/08/2021,Anguilla,44572,505,60717,544,0,45
4703,10/09/2021,Anguilla,2962,21,4706,544,0,0
4704,10/10/2021,Anguilla,3996,76,7065,544,0,0
4705,10/11/2021,Anguilla,46803,1587,81039,594,0,50
4706,10/12/2021,Anguilla,46256,1536,67692,594,0,0
4707,10/13/2021,Anguilla,214,5,548,644,0,50
4708,10/14/2021,Anguilla,63864,1349,140933,644,0,0
4709,10/15/2021,Anguilla,918,3,1591,668,0,24
4710,10/16/2021,Anguilla,30357,98,40269,668,0,0
4711,10/17/2021,Anguilla,33358,296,51233,668,0,0
4712,10/18/2021,Anguilla,667,15,1051,698,0,30
4713,10/19/2021,Anguilla,6230,53,9086,698,0,0
4714,10/20/2021,Anguilla,686,2,1100,743,0,45
4715,10/21/2021,Anguilla,120930,3963,135598,743,0,0
4716,10/22/2021,Anguilla,4211,45,5913,793,0,50
4717,10/23/2021,Anguilla,44907,2441,61438,793,0,0
4718,10/24/2021,Anguilla,28227,421,34965,793,0,0
4719,10/25/2021,Anguilla,1459,14,2564,793,0,0
4720,10/26/2021,Anguilla,12217,377,20359,859,0,66
4721,10/27/2021,Anguilla,4314,106,10958,859,0,0
4722,10/28/2021,Anguilla,49788,2314,124115,892,0,33
4723,10/29/2021,Anguilla,13023,73,23613,892,0,0
4724,10/30/2021,Anguilla,1095,7,1404,944,0,52
4725,10/31/2021,Anguilla,22271,867,31806,944,0,0
4726,11/01/2021,Anguilla,256158,14994,422118,944,0,0
4727,11/02/2021,Anguilla,1689,5,2621,944,0,0
4728,11/03/2021,Anguilla,215,5,823,984,0,40
4729,11/04/2021,Anguilla,247,0,412,1019,0,35
4730,11/05/2021,Anguilla,635,5,1693,1019,0,0
4731,11/06/2021,Anguilla,20518,177,31877,1039,0,20
4732,11/07/2021,Anguilla,2100,49,3472,1039,0,0
4733,11/08/2021,Anguilla,10734,386,16119,1039,0,0
4734,11/09/2021,Anguilla,29035,674,41298,1077,1,38
4735,11/10/2021,Anguilla,231,1,639,1077,0,0
4736,11/11/2021,Anguilla,183956,3935,245859,1109,1,32
4737,11/12/2021,Anguilla,45388,519,62703,1109,0,0
4738,11/13/2021,Anguilla,3327,21,4978,1137,0,28
4739,11/14/2021,Anguilla,4168,80,7183,1137,0,0
4740,11/15/2021,Anguilla,48863,1630,85461,1137,0,0
4741,11/16/2021,Anguilla,48374,1581,70188,1175,0,38
4742,11/17/2021,Anguilla,226,7,636,1175,0,0
4743,11/18/2021,Anguilla,76614,1407,150209,1175,0,0
4744,11/19/2021,Anguilla,969,3,1673,1268,0,93
4745,11/20/2021,Anguilla,31442,101,41726,1268,0,0
4746,11/21/2021,Anguilla,34994,309,54240,1268,0,0
4747,11/22/2021,Anguilla,683,18,1079,1268,0,0
4748,11/23/2021,Anguilla,6610,55,9385,1334,0,66
4749,11/24/2021,Anguilla,725,2,1145,1334,0,0
4750,11/25/2021,Anguilla,122131,3989,136716,1334,0,0
4751,11/26/2021,Anguilla,4438,48,6193,1334,0,0
4752,11/27/2021,Anguilla,45699,2464,62463,1334,0,0
4753,11/28/2021,Anguilla,29080,428,35758,1334,0,0
4754,11/29/2021,Anguilla,1502,14,2634,1386,0,52
4755,11/30/2021,Anguilla,12871,388,20972,1386,0,0
4756,12/01/2021,Anguilla,4513,113,11686,1386,0,0
4757,12/02/2021,Anguilla,53648,2412,129287,1414,0,28
4758,12/03/2021,Anguilla,13775,81,24742,1414,0,0
4759,12/04/2021,Anguilla,1108,7,1462,1414,0,0
4760,12/05/2021,Anguilla,22969,876,32614,1414,0,0
4761,12/06/2021,Anguilla,266883,15316,431719,1469,1,55
4762,12/07/2021,Anguilla,1699,6,2756,1469,0,0
4763,12/08/2021,Anguilla,252,5,856,1469,0,0
4764,12/09/2021,Anguilla,253,0,468,1469,0,0
4765,12/10/2021,Anguilla,640,5,1831,1523,0,54
4766,12/11/2021,Anguilla,21274,187,33479,1523,0,0
4767,12/12/2021,Anguilla,2198,51,3606,1523,0,0
4768,12/13/2021,Anguilla,11075,405,17063,1523,0,0
4769,12/14/2021,Anguilla,29977,690,42646,1592,0,69
4770,12/15/2021,Anguilla,269,1,650,1592,0,0
4771,12/16/2021,Anguilla,190966,4034,251738,1592,0,0
4772,12/17/2021,Anguilla,46502,530,64786,1592,0,0
4773,12/18/2021,Anguilla,3463,23,5233,1592,0,0
4774,12/19/2021,Anguilla,4330,83,7447,1592,0,0
4775,12/20/2021,Anguilla,51334,1677,89048,1629,1,37
4776,12/21/2021,Anguilla,50517,1629,72777,1629,0,0
4777,12/22/2021,Anguilla,242,8,734,1629,0,0
4778,12/23/2021,Anguilla,82886,1474,158764,1629,0,0
4779,12/24/2021,Anguilla,996,3,1698,1646,0,17
4780,12/25/2021,Anguilla,32384,105,42904,1646,0,0
4781,12/26/2021,Anguilla,36389,329,57024,1646,0,0
4782,12/27/2021,Anguilla,698,19,1117,1646,0,0
4783,12/28/2021,Anguilla,6991,58,9531,1674,0,28
4784,12/29/2021,Anguilla,766,2,1184,1674,0,0
4785,12/30/2021,Anguilla,123317,4004,137677,1674,0,0
4786,12/31/2021,Anguilla,4668,53,6530,1674,0,0
4787,01/01/2022,Anguilla,46504,2486,63562,1674,0,0
4788,01/02/2022,Anguilla,29690,433,36519,1674,0,0
4789,01/03/2022,Anguilla,1559,14,2703,1674,0,0
4790,01/04/2022,Anguilla,13127,396,21416,1777,1,103
4791,01/05/2022,Anguilla,4682,118,12523,1777,0,0
4792,01/06/2022,Anguilla,57725,2496,134819,1777,0,0
4793,01/07/2022,Anguilla,14463,82,25911,1777,0,0
4794,01/08/2022,Anguilla,1108,7,1466,1777,0,0
4795,01/09/2022,Anguilla,23550,886,33535,1777,0,0
4796,01/10/2022,Anguilla,276809,15576,441228,1942,0,165
4797,01/11/2022,Anguilla,1737,7,2831,1942,0,0
4798,01/12/2022,Anguilla,264,5,874,1942,0,0
4799,1/13/2022,Anguilla,258,0,482,1942,0,0
4800,1/14/2022,Anguilla,648,5,1935,2040,0,98
4801,1/15/2022,Anguilla,21955,197,34913,2040,0,0
4802,1/16/2022,Anguilla,2309,52,3806,2109,1,69
4803,1/17/2022,Anguilla,11466,423,17853,2109,0,0
4804,1/18/2022,Anguilla,30710,703,43804,2109,0,0
4805,1/19/2022,Anguilla,289,1,658,2187,0,78
4806,1/20/2022,Anguilla,196483,4132,257613,2187,0,0
4807,1/21/2022,Anguilla,47590,540,66677,2187,0,0
4808,1/22/2022,Anguilla,3605,27,5374,2187,0,0
4809,1/23/2022,Anguilla,4437,86,7593,2187,0,0
4810,1/24/2022,Anguilla,53168,1730,92921,2187,0,0
4811,1/25/2022,Anguilla,52730,1678,75516,2270,0,83
4812,1/26/2022,Anguilla,263,10,830,2270,0,0
4813,1/27/2022,Anguilla,88672,1537,166586,2270,0,0
4814,1/28/2022,Anguilla,1063,3,1758,2324,1,54
4815,1/29/2022,Anguilla,33428,109,45275,2324,0,0
4816,1/30/2022,Anguilla,38228,330,59328,2324,0,0
4817,1/31/2022,Anguilla,706,19,1159,2324,0,0
4818,02/01/2022,Anguilla,7256,61,9779,2324,0,0
4819,02/02/2022,Anguilla,860,2,1274,2361,0,37
4820,02/03/2022,Anguilla,124254,4021,138482,2384,0,23
4821,02/04/2022,Anguilla,4876,56,6816,2384,0,0
4822,02/05/2022,Anguilla,47478,2508,64585,2384,0,0
4823,02/06/2022,Anguilla,30470,440,37173,2384,0,0
4824,02/07/2022,Anguilla,1658,14,2818,2436,1,52
4825,02/08/2022,Anguilla,14032,407,22006,2436,0,0
4826,02/09/2022,Anguilla,4792,125,13478,2458,0,22
4827,02/10/2022,Anguilla,62500,2594,139571,2458,0,0
4828,02/11/2022,Anguilla,15278,84,26873,2458,0,0
4829,02/12/2022,Anguilla,1109,7,1485,2458,0,0
4830,2/13/2022,Anguilla,24099,900,34285,2458,0,0
4831,2/14/2022,Anguilla,287030,15842,450196,2497,0,39
4832,2/15/2022,Anguilla,1766,7,2920,2497,0,0
4833,2/16/2022,Anguilla,264,5,902,2506,0,9
4834,2/17/2022,Anguilla,266,0,501,2506,0,0
4835,2/18/2022,Anguilla,657,5,2129,2506,0,0
4836,2/19/2022,Anguilla,23074,207,36297,2506,0,0
4837,2/20/2022,Anguilla,2411,56,3982,2506,0,0
4838,2/21/2022,Anguilla,11882,442,18527,2506,0,0
4839,2/22/2022,Anguilla,31458,715,44975,2528,0,22
4840,2/23/2022,Anguilla,297,1,688,2528,0,0
4841,2/24/2022,Anguilla,202283,4241,263222,2528,0,0
4842,2/25/2022,Anguilla,49675,563,68946,2528,0,0
4843,2/26/2022,Anguilla,3675,28,5505,2528,0,0
4844,2/27/2022,Anguilla,4538,90,7800,2528,0,0
4845,2/28/2022,Anguilla,55393,1778,97362,2555,0,27
4846,03/01/2022,Anguilla,54818,1731,78232,2555,0,0
4847,03/02/2022,Anguilla,277,12,928,2555,0,0
4848,03/03/2022,Anguilla,95625,1604,176333,2555,0,0
4849,03/04/2022,Anguilla,1105,3,1790,2555,0,0
4850,03/05/2022,Anguilla,34421,115,48161,2555,0,0
4851,03/06/2022,Anguilla,40348,347,61788,2555,0,0
4852,03/07/2022,Anguilla,715,20,1206,2574,0,19
4853,03/08/2022,Anguilla,7613,69,10202,2574,0,0
4854,03/09/2022,Anguilla,919,2,1325,2574,0,0
4855,03/10/2022,Anguilla,125226,4033,139156,2574,0,0
4856,03/11/2022,Anguilla,5114,60,7075,2574,0,0
4857,03/12/2022,Anguilla,48376,2533,65599,2574,0,0
4858,3/13/2022,Anguilla,31226,448,37796,2574,0,0
4859,3/14/2022,Anguilla,1710,14,2879,2595,0,21
4860,3/15/2022,Anguilla,14856,417,22396,2595,0,0
4861,3/16/2022,Anguilla,5164,128,13940,2595,0,0
4862,3/17/2022,Anguilla,69272,2704,145830,2595,0,0
4863,3/18/2022,Anguilla,16299,87,27956,2595,0,0
4864,3/19/2022,Anguilla,1127,7,1534,2595,0,0
4865,3/20/2022,Anguilla,25414,912,35082,2595,0,0
4866,3/21/2022,Anguilla,299356,16142,457956,2595,0,0
4867,3/22/2022,Anguilla,1814,7,3018,2633,0,38
4868,3/23/2022,Anguilla,330,5,917,2633,0,0
4869,3/24/2022,Anguilla,282,0,504,2633,0,0
4870,3/25/2022,Anguilla,659,5,2405,2633,0,0
4871,3/26/2022,Anguilla,24483,216,37681,2633,0,0
4872,3/27/2022,Anguilla,2537,58,4147,2633,0,0
4873,3/28/2022,Anguilla,12491,462,19015,2700,0,67
4874,3/29/2022,Anguilla,32832,732,46679,2700,0,0
4875,3/30/2022,Anguilla,299,1,783,2700,0,0
4876,3/31/2022,Anguilla,208784,4349,268285,2700,0,0
4877,04/01/2022,Anguilla,50814,576,70958,2700,0,0
4878,04/02/2022,Anguilla,3725,30,5628,2700,0,0
4879,04/03/2022,Anguilla,4847,95,8008,2700,0,0
4880,04/04/2022,Anguilla,57271,1817,100310,2700,0,0
4881,04/05/2022,Anguilla,56884,1785,80984,2717,0,17
4882,04/06/2022,Anguilla,326,14,1027,2717,0,0
4883,04/07/2022,Anguilla,104354,1681,186461,2717,0,0
4884,04/08/2022,Anguilla,1210,3,1855,2717,0,0
4885,04/09/2022,Anguilla,35892,121,50445,2717,0,0
4886,04/10/2022,Anguilla,42414,355,64770,2717,0,0
4887,04/11/2022,Anguilla,715,20,1270,2731,0,14
4888,04/12/2022,Anguilla,7871,71,10407,2731,0,0
4889,4/13/2022,Anguilla,960,2,1366,2731,0,0
4890,4/14/2022,Anguilla,126116,4044,140232,2731,0,0
4891,4/15/2022,Anguilla,5287,64,7423,2731,0,0
4892,4/16/2022,Anguilla,49433,2556,66669,2731,0,0
4893,4/17/2022,Anguilla,31960,455,38548,2731,0,0
4894,4/18/2022,Anguilla,1762,14,2916,2731,0,0
4895,4/19/2022,Anguilla,15244,426,22955,2731,0,0
4896,4/20/2022,Anguilla,5703,136,14888,2731,0,0
4897,4/21/2022,Anguilla,74679,2804,151449,2731,0,0
4898,4/22/2022,Anguilla,17533,94,29151,2731,0,0
4899,4/23/2022,Anguilla,1164,7,1592,2731,0,0
4900,4/24/2022,Anguilla,26064,929,35734,2731,0,0
4901,4/25/2022,Anguilla,305521,16476,468265,2731,0,0
4902,4/26/2022,Anguilla,1862,7,3093,2788,0,57
4903,4/27/2022,Anguilla,330,5,929,2788,0,0
4904,4/28/2022,Anguilla,286,0,537,2788,0,0
4905,4/29/2022,Anguilla,685,6,2498,2788,0,0
4906,4/30/2022,Anguilla,25738,225,39018,2788,0,0
4907,05/01/2022,Anguilla,2668,65,4433,2788,0,0
4908,05/02/2022,Anguilla,12943,491,19856,2788,0,0
4909,05/03/2022,Anguilla,33849,745,47272,2788,0,0
4910,05/04/2022,Anguilla,303,1,800,2788,0,0
4911,05/05/2022,Anguilla,214815,4461,273460,2788,0,0
4912,05/06/2022,Anguilla,52103,589,73050,2788,0,0
4913,05/07/2022,Anguilla,3793,31,5725,2788,0,0
4914,05/08/2022,Anguilla,5233,98,8254,2788,0,0
4915,05/09/2022,Anguilla,60558,1857,104388,2788,0,0
4916,05/10/2022,Anguilla,58962,1846,83800,2984,0,196
4917,05/11/2022,Anguilla,355,16,1123,2984,0,0
4918,05/12/2022,Anguilla,112870,1753,196789,2984,0,0
4919,5/13/2022,Anguilla,1245,3,1948,2984,0,0
4920,5/14/2022,Anguilla,37224,126,52817,2984,0,0
4921,2/15/2020,Antigua And Barbuda,43537,363,67788,0,,0
4922,2/16/2020,Antigua And Barbuda,777,20,1327,0,,0
4923,2/17/2020,Antigua And Barbuda,8088,77,10932,0,,0
4924,2/18/2020,Antigua And Barbuda,973,2,1391,0,,0
4925,2/19/2020,Antigua And Barbuda,127124,4059,141531,0,,0
4926,2/20/2020,Antigua And Barbuda,5453,66,7614,0,,0
4927,2/21/2020,Antigua And Barbuda,50350,2583,67699,0,,0
4928,2/22/2020,Antigua And Barbuda,32640,458,39303,0,,0
4929,2/23/2020,Antigua And Barbuda,1865,14,3047,0,,0
4930,2/24/2020,Antigua And Barbuda,15708,436,23454,0,,0
4931,2/25/2020,Antigua And Barbuda,6594,145,15756,0,,0
4932,2/26/2020,Antigua And Barbuda,80281,2897,158254,0,,0
4933,2/27/2020,Antigua And Barbuda,18333,97,30449,0,,0
4934,2/28/2020,Antigua And Barbuda,1177,7,1595,0,,0
4935,2/29/2020,Antigua And Barbuda,26902,946,36564,0,,0
4936,03/01/2020,Antigua And Barbuda,316375,16792,479779,0,,0
4937,03/02/2020,Antigua And Barbuda,1905,8,3217,0,,0
4938,03/03/2020,Antigua And Barbuda,345,5,990,0,,0
4939,03/04/2020,Antigua And Barbuda,288,0,539,0,,0
4940,03/05/2020,Antigua And Barbuda,819,6,2580,0,,0
4941,03/06/2020,Antigua And Barbuda,26888,235,40717,0,,0
4942,03/07/2020,Antigua And Barbuda,2808,70,4621,0,,0
4943,03/08/2020,Antigua And Barbuda,13659,517,20891,0,,0
4944,03/09/2020,Antigua And Barbuda,35131,757,48996,0,,0
4945,03/10/2020,Antigua And Barbuda,353,1,829,0,,0
4946,03/11/2020,Antigua And Barbuda,221087,4571,279144,0,,0
4947,03/12/2020,Antigua And Barbuda,53239,601,75257,0,,0
4948,3/13/2020,Antigua And Barbuda,3860,36,5853,1,,0
4949,3/14/2020,Antigua And Barbuda,5427,98,8552,1,,0
4950,3/15/2020,Antigua And Barbuda,63402,1918,108974,1,,0
4951,3/16/2020,Antigua And Barbuda,61023,1902,86754,1,,0
4952,3/17/2020,Antigua And Barbuda,425,19,1222,1,,0
4953,3/18/2020,Antigua And Barbuda,120464,1842,206960,1,,0
4954,3/19/2020,Antigua And Barbuda,1326,3,2049,1,,0
4955,3/20/2020,Antigua And Barbuda,38809,132,55496,1,,0
4956,3/21/2020,Antigua And Barbuda,44482,369,71304,1,,0
4957,3/22/2020,Antigua And Barbuda,820,23,1374,1,,0
4958,3/23/2020,Antigua And Barbuda,8319,87,11408,3,,2
4959,3/24/2020,Antigua And Barbuda,1014,2,1437,3,,0
4960,3/25/2020,Antigua And Barbuda,128232,4082,142723,3,,0
4961,3/26/2020,Antigua And Barbuda,5595,70,7947,7,,4
4962,3/27/2020,Antigua And Barbuda,51720,2605,68768,7,,0
4963,3/28/2020,Antigua And Barbuda,33444,467,40054,7,,0
4964,3/29/2020,Antigua And Barbuda,1954,14,3150,7,,0
4965,3/30/2020,Antigua And Barbuda,16218,449,23927,7,,0
4966,3/31/2020,Antigua And Barbuda,7391,151,16465,7,,0
4967,04/01/2020,Antigua And Barbuda,84232,2998,164924,7,,0
4968,04/02/2020,Antigua And Barbuda,19147,102,31700,9,,2
4969,04/03/2020,Antigua And Barbuda,1194,9,1614,15,,6
4970,04/04/2020,Antigua And Barbuda,27621,962,37298,15,,0
4971,04/05/2020,Antigua And Barbuda,327281,17092,490262,15,,0
4972,04/06/2020,Antigua And Barbuda,1926,10,3466,15,,0
4973,04/07/2020,Antigua And Barbuda,411,5,1006,19,,4
4974,04/08/2020,Antigua And Barbuda,289,0,566,19,1,0
4975,04/09/2020,Antigua And Barbuda,824,7,2657,19,0,0
4976,04/10/2020,Antigua And Barbuda,28698,247,42550,21,0,2
4977,04/11/2020,Antigua And Barbuda,2914,75,4862,21,0,0
4978,04/12/2020,Antigua And Barbuda,14040,539,21930,21,0,0
4979,4/13/2020,Antigua And Barbuda,36195,767,50157,23,0,2
4980,4/14/2020,Antigua And Barbuda,406,1,854,23,0,0
4981,4/15/2020,Antigua And Barbuda,227575,4690,285024,23,0,0
4982,4/16/2020,Antigua And Barbuda,54330,615,77513,23,1,0
4983,4/17/2020,Antigua And Barbuda,4084,37,5999,23,0,0
4984,4/18/2020,Antigua And Barbuda,5731,112,8901,23,0,0
4985,4/19/2020,Antigua And Barbuda,66834,1981,113378,23,0,0
4986,4/20/2020,Antigua And Barbuda,63060,1954,89666,23,0,0
4987,4/21/2020,Antigua And Barbuda,500,20,1351,23,0,0
4988,4/22/2020,Antigua And Barbuda,129615,1939,217040,24,0,1
4989,4/23/2020,Antigua And Barbuda,1430,3,2117,24,0,0
4990,4/24/2020,Antigua And Barbuda,40591,140,57714,24,0,0
4991,4/25/2020,Antigua And Barbuda,48243,382,75294,24,0,0
4992,4/26/2020,Antigua And Barbuda,872,24,1426,24,0,0
4993,4/27/2020,Antigua And Barbuda,8582,89,11743,24,0,0
4994,4/28/2020,Antigua And Barbuda,1037,2,1456,24,0,0
4995,4/29/2020,Antigua And Barbuda,129362,4098,144127,24,0,0
4996,4/30/2020,Antigua And Barbuda,5802,72,8206,24,0,0
4997,05/01/2020,Antigua And Barbuda,52855,2628,69869,25,0,1
4998,05/02/2020,Antigua And Barbuda,34031,474,40843,25,0,0
4999,05/03/2020,Antigua And Barbuda,2081,14,3264,25,0,0
5000,05/04/2020,Antigua And Barbuda,16667,459,24390,25,0,0
5001,05/05/2020,Antigua And Barbuda,8123,155,17094,25,0,0
5002,05/06/2020,Antigua And Barbuda,89238,3091,172102,25,0,0
5003,05/07/2020,Antigua And Barbuda,20862,106,33120,25,0,0
5004,05/08/2020,Antigua And Barbuda,1214,9,1639,25,0,0
5005,05/09/2020,Antigua And Barbuda,28353,977,38157,25,0,0
5006,05/10/2020,Antigua And Barbuda,338362,17367,503084,25,0,0
5007,05/11/2020,Antigua And Barbuda,1927,11,3635,25,0,0
5008,05/12/2020,Antigua And Barbuda,423,6,1023,25,0,0
5009,5/13/2020,Antigua And Barbuda,296,0,593,25,0,0
5010,5/14/2020,Antigua And Barbuda,896,7,2688,25,0,0
5011,5/15/2020,Antigua And Barbuda,30242,259,44193,25,0,0
5012,5/16/2020,Antigua And Barbuda,3054,80,5123,25,0,0
5013,5/17/2020,Antigua And Barbuda,14880,562,22928,25,0,0
5014,5/18/2020,Antigua And Barbuda,37163,778,51328,25,0,0
5015,5/19/2020,Antigua And Barbuda,470,1,860,25,0,0
5016,5/20/2020,Antigua And Barbuda,232618,4808,290907,25,0,0
5017,5/21/2020,Antigua And Barbuda,55999,627,79495,25,0,0
5018,5/22/2020,Antigua And Barbuda,4176,41,6146,25,0,0
5019,5/23/2020,Antigua And Barbuda,5963,117,9402,25,0,0
5020,5/24/2020,Antigua And Barbuda,69833,2028,118038,25,0,0
