Sno,date,country,Cured,Death,Confirmed,Total Test,"Serious,Critical",Total cases
9014,05/08/2022,Australia,15456,54,16296,6249101,18,35289
9015,05/09/2022,Australia,208531,981,212998,6286876,3,37775
9016,05/10/2022,Australia,228316,1268,235152,6334822,49,47946
9017,05/11/2022,Australia,16173,278,17537,6391910,48,57088
9018,05/12/2022,Australia,216990,2892,239215,6449556,57,57646
9019,5/13/2022,Australia,3317,2,3334,6501639,51,52083
9020,5/14/2022,Australia,533351,9260,574380,6551624,52,49985
9021,2/15/2020,Austria,46068,690,48124,0,,0
9022,2/16/2020,Austria,192368,4004,211257,0,,0
9023,2/17/2020,Austria,215797,2456,235997,0,,0
9024,2/18/2020,Austria,32343,666,41227,0,,0
9025,2/19/2020,Austria,104068,1702,110678,0,,0
9026,2/20/2020,Austria,106398,969,109332,0,,0
9027,2/21/2020,Austria,850707,11792,886227,0,,0
9028,2/22/2020,Austria,544864,2270,608357,0,,0
9029,2/23/2020,Austria,7565,119,8477,0,,0
9030,2/24/2020,Austria,189780,3270,207485,0,,0
9031,2/25/2020,Austria,1691412,47246,1828826,2,,0
9032,2/26/2020,Austria,21718,289,25243,2,0,0
9033,2/27/2020,Austria,11094,112,11875,5,0,3
9034,2/28/2020,Austria,3572,6,3869,7,0,2
9035,2/29/2020,Austria,10302,64,11209,10,0,3
9036,03/01/2020,Austria,312734,1744,319103,14,0,4
9037,03/02/2020,Austria,35970,611,37020,18,0,4
9038,03/03/2020,Austria,140254,4821,152709,24,0,6
9039,03/04/2020,Austria,240105,2331,270410,29,0,5
9040,03/05/2020,Austria,4637,110,5031,43,0,14
9041,03/06/2020,Austria,760617,11722,783319,66,0,23
9042,03/07/2020,Austria,260155,1462,270883,81,0,15
9043,03/08/2020,Austria,31821,372,32764,104,0,23
9044,03/09/2020,Austria,69083,1238,75268,131,0,27
9045,03/10/2020,Austria,514087,7788,545545,182,0,51
9046,03/11/2020,Austria,454102,8476,486799,246,0,64
9047,03/12/2020,Austria,4583,61,4723,361,1,115
9048,3/13/2020,Austria,855485,7003,869412,504,0,143
9049,3/14/2020,Austria,15488,54,16320,655,0,151
9050,3/15/2020,Austria,208669,983,213171,860,0,205
9051,3/16/2020,Austria,228797,1274,235839,1018,2,158
9052,3/17/2020,Austria,16279,281,17642,1332,1,314
9053,3/18/2020,Austria,218195,2919,240863,1646,0,314
9054,3/19/2020,Austria,3322,2,3340,2179,2,533
9055,3/20/2020,Austria,538680,9342,578324,2649,0,470
9056,3/21/2020,Austria,46132,693,48241,2992,2,343
9057,3/22/2020,Austria,193938,4018,212769,3582,8,590
9058,3/23/2020,Austria,218443,2488,237604,4474,5,892
9059,3/24/2020,Austria,33370,677,41860,5283,7,809
9060,3/25/2020,Austria,104471,1708,111130,5588,3,305
9061,3/26/2020,Austria,106660,971,109538,6909,20,1321
9062,3/27/2020,Austria,851690,11808,887667,7697,10,788
9063,3/28/2020,Austria,550788,2298,614673,8271,11,574
9064,3/29/2020,Austria,7642,119,8623,8788,20,517
9065,3/30/2020,Austria,191618,3287,208924,9618,24,830
9066,3/31/2020,Austria,1695208,47357,1832176,10180,22,562
9067,04/01/2020,Austria,21937,291,25390,10711,20,531
9068,04/02/2020,Austria,11154,114,11954,11129,13,418
9069,04/03/2020,Austria,3584,6,3881,11524,11,395
9070,04/04/2020,Austria,10467,64,11254,11781,20,257
9071,04/05/2020,Austria,313394,1750,319583,12051,20,270
9072,04/06/2020,Austria,36035,612,37079,12297,18,246
9073,04/07/2020,Austria,140772,4842,153308,12639,25,342
9074,04/08/2020,Austria,243340,2350,272400,12942,33,303
9075,04/09/2020,Austria,4661,111,5072,13244,24,302
9076,04/10/2020,Austria,762015,11733,784747,13560,26,316
9077,04/11/2020,Austria,261028,1465,271492,13806,20,246
9078,04/12/2020,Austria,31879,372,32803,13945,14,139
9079,4/13/2020,Austria,69578,1251,75784,14041,20,96
9080,4/14/2020,Austria,516694,7817,547308,14226,18,185
9081,4/15/2020,Austria,457377,8527,490070,14350,10,124
9082,4/16/2020,Austria,4597,61,4729,14476,19,126
9083,4/17/2020,Austria,856320,7014,870076,14595,23,119
9084,4/18/2020,Austria,15525,54,16348,14671,13,76
9085,4/19/2020,Austria,208846,985,213336,14749,10,78
9086,4/20/2020,Austria,229249,1281,236420,14795,20,46
9087,4/21/2020,Austria,16452,284,17717,14873,23,78
9088,4/22/2020,Austria,220177,2941,242418,14925,21,52
9089,4/23/2020,Austria,3324,2,3340,15002,13,77
9090,4/24/2020,Austria,543514,9424,582058,15071,8,69
9091,4/25/2020,Austria,46251,696,48365,15148,6,77
9092,4/26/2020,Austria,195365,4031,214309,15225,6,77
9093,4/27/2020,Austria,221203,2520,239239,15274,7,49
9094,4/28/2020,Austria,33914,695,42697,15357,22,83
9095,4/29/2020,Austria,104890,1718,111712,15402,12,45
9096,4/30/2020,Austria,106868,977,109771,15452,4,50
9097,05/01/2020,Austria,852584,11821,889113,15531,5,79
9098,05/02/2020,Austria,556378,2329,620049,15558,7,27
9099,05/03/2020,Austria,7713,119,8691,15597,2,39
9100,05/04/2020,Austria,193187,3300,210374,15621,2,24
9101,05/05/2020,Austria,1703274,47472,1837358,15650,6,29
9102,05/06/2020,Austria,22172,294,25536,15684,2,34
9103,05/07/2020,Austria,11241,116,12005,15752,1,68
9104,05/08/2020,Austria,3647,6,3888,15774,5,22
9105,05/09/2020,Austria,10520,64,11283,15833,1,59
9106,05/10/2020,Austria,314023,1755,320017,15871,3,38
9107,05/11/2020,Austria,36062,613,37119,15882,2,11
9108,05/12/2020,Austria,141478,4862,154064,15961,3,79
9109,5/13/2020,Austria,246572,2370,274486,15997,1,36
9110,5/14/2020,Austria,4669,111,5100,16058,2,61
9111,5/15/2020,Austria,763428,11747,786163,16109,2,51
9112,5/16/2020,Austria,261830,1467,272123,16201,1,92
9113,5/17/2020,Austria,31947,372,32836,16242,0,41
9114,5/18/2020,Austria,70045,1263,76275,16269,0,27
9115,5/19/2020,Austria,518390,7848,549228,16321,3,52
9116,5/20/2020,Austria,460634,8576,493316,16353,1,32
9117,5/21/2020,Austria,4611,61,4742,16404,0,51
9118,5/22/2020,Austria,857233,7020,870675,16436,2,32
9119,5/23/2020,Austria,15561,55,16367,16486,4,50
9120,5/24/2020,Austria,208967,987,213505,16503,1,17
9121,5/25/2020,Austria,229883,1287,237006,16539,1,36
9122,5/26/2020,Austria,16613,287,17828,16557,2,18
9123,5/27/2020,Austria,221690,2956,243997,16591,2,34
9124,5/28/2020,Austria,3326,2,3340,16628,25,37
9125,5/29/2020,Austria,548376,9497,586125,16655,0,27
9126,5/30/2020,Austria,46375,696,48459,16685,0,30
9127,5/31/2020,Austria,196992,4049,215819,16731,0,46
9128,06/01/2020,Austria,223973,2539,240841,16733,0,2
9129,06/02/2020,Austria,34492,708,43500,16759,1,26
9130,06/03/2020,Austria,105537,1730,112256,16771,1,12
9131,06/04/2020,Austria,107074,978,109990,16805,0,34
9132,06/05/2020,Austria,853461,11834,890360,16843,2,38
9133,06/06/2020,Austria,561874,2358,625767,16898,0,55
9134,06/07/2020,Austria,7752,120,8732,16902,0,4
9135,06/08/2020,Austria,194743,3314,211698,16968,0,66
9136,06/09/2020,Austria,1710050,47599,1842587,16979,0,11
9137,06/10/2020,Austria,22445,295,25691,17005,1,26
9138,06/11/2020,Austria,11319,118,12067,17034,1,29
9139,06/12/2020,Austria,3690,6,3913,17064,1,30
9140,6/13/2020,Austria,10759,65,11305,17078,2,14
9141,6/14/2020,Austria,314665,1760,320394,17109,0,31
9142,6/15/2020,Austria,36124,614,37165,17135,1,26
9143,6/16/2020,Austria,142121,4882,154788,17189,3,54
9144,6/17/2020,Austria,249713,2389,276420,17203,6,14
9145,6/18/2020,Austria,4677,112,5147,17223,1,20
9146,6/19/2020,Austria,764854,11762,787554,17271,0,48
9147,6/20/2020,Austria,262751,1470,272719,17323,0,52
9148,6/21/2020,Austria,32009,372,32860,17341,2,18
9149,6/22/2020,Austria,70626,1273,76893,17380,0,39
9150,6/23/2020,Austria,520637,7877,551179,17408,3,28
9151,6/24/2020,Austria,463849,8628,496522,17449,0,41
9152,6/25/2020,Austria,4616,61,4747,17477,5,28
9153,6/26/2020,Austria,858115,7024,871305,17522,0,45
9154,6/27/2020,Austria,15581,55,16384,17580,2,58
9155,6/28/2020,Austria,209130,989,213662,17654,2,74
9156,6/29/2020,Austria,230630,1292,237552,17723,1,69
9157,6/30/2020,Austria,16754,289,17926,17766,2,43
9158,07/01/2020,Austria,223070,2977,245580,17873,0,107
9159,07/02/2020,Austria,3326,2,3341,17941,0,68
9160,07/03/2020,Austria,553292,9574,589544,18050,0,109
9161,07/04/2020,Austria,46493,697,48574,18165,0,115
9162,07/05/2020,Austria,198527,4064,217333,18280,1,115
9163,07/06/2020,Austria,226524,2564,242398,18365,0,85
9164,07/07/2020,Austria,35437,721,44405,18421,0,56
9165,07/08/2020,Austria,106006,1742,112757,18513,0,92
9166,07/09/2020,Austria,107362,979,110186,18615,0,102
9167,07/10/2020,Austria,854861,11846,891685,18709,0,94
9168,07/11/2020,Austria,567694,2390,631615,18783,0,74
9169,07/12/2020,Austria,7836,120,8840,18897,2,114
9170,7/13/2020,Austria,196192,3326,213050,18948,0,51
9171,7/14/2020,Austria,1715884,47694,1847509,19021,1,73
9172,7/15/2020,Austria,22655,299,25857,19154,1,133
9173,7/16/2020,Austria,11392,118,12164,19270,0,116
9174,7/17/2020,Austria,3708,6,3934,19439,0,169
9175,7/18/2020,Austria,10761,65,11340,19573,0,134
9176,7/19/2020,Austria,315270,1765,320803,19655,0,82
9177,7/20/2020,Austria,36176,614,37209,19743,0,88
9178,7/21/2020,Austria,142791,4906,155424,19827,0,84
9179,7/22/2020,Austria,252911,2409,278496,19929,1,102
9180,7/23/2020,Austria,4686,115,5168,20099,0,170
9181,7/24/2020,Austria,766261,11777,788920,20214,0,115
9182,7/25/2020,Austria,263744,1472,273341,20338,1,124
9183,7/26/2020,Austria,32068,372,32891,20472,0,134
9184,7/27/2020,Austria,71116,1281,77573,20558,1,86
9185,7/28/2020,Austria,522867,7900,553012,20677,0,119
9186,7/29/2020,Austria,467056,8677,499697,20850,3,173
9187,7/30/2020,Austria,4624,61,4758,20955,2,105
9188,7/31/2020,Austria,859029,7033,871972,21130,0,175
9189,08/01/2020,Austria,15605,55,16395,21212,0,82
9190,08/02/2020,Austria,209214,993,213759,21304,0,92
9191,08/03/2020,Austria,231248,1295,238106,21385,0,81
9192,08/04/2020,Austria,16814,291,18027,21481,1,96
9193,08/05/2020,Austria,223772,2989,246809,21566,0,85
9194,08/06/2020,Austria,3326,2,3342,21696,0,130
9195,08/07/2020,Austria,557914,9643,592250,21837,1,141
9196,08/08/2020,Austria,46624,698,48686,21919,1,82
9197,08/09/2020,Austria,200012,4081,218788,22033,0,114
9198,08/10/2020,Austria,228411,2588,243896,22106,2,73
9199,08/11/2020,Austria,35957,732,44958,22245,0,139
9200,08/12/2020,Austria,106372,1746,113288,22439,1,194
9201,8/13/2020,Austria,107496,986,110278,22594,1,155
9202,8/14/2020,Austria,855750,11856,893006,22876,0,282
9203,8/15/2020,Austria,572911,2418,636392,23179,3,303
9204,8/16/2020,Austria,7917,120,8893,23370,0,191
9205,8/17/2020,Austria,197777,3337,214505,23534,1,164
9206,8/18/2020,Austria,1723370,47734,1852266,23829,0,295
9207,8/19/2020,Austria,22848,306,26073,24084,0,255
9208,8/20/2020,Austria,11453,120,12237,24431,0,347
9209,8/21/2020,Austria,3728,6,3936,24762,1,331
9210,8/22/2020,Austria,10766,66,11379,25062,2,300
9211,8/23/2020,Austria,315840,1771,321196,25253,0,191
9212,8/24/2020,Austria,36238,614,37224,25495,1,242
9213,8/25/2020,Austria,143414,4916,156226,25706,0,211
9214,8/26/2020,Austria,255729,2429,280585,26033,0,327
9215,8/27/2020,Austria,4695,115,5197,26361,0,328
9216,8/28/2020,Austria,767759,11793,790240,26590,0,229
9217,8/29/2020,Austria,264606,1474,273858,26985,0,395
9218,8/30/2020,Austria,32110,373,32897,27166,0,181
9219,8/31/2020,Austria,71489,1285,77997,27438,0,272
9220,09/01/2020,Austria,524860,7924,554944,27642,1,204
9221,09/02/2020,Austria,470223,8723,502840,27969,0,327
9222,09/03/2020,Austria,4631,61,4773,28372,1,403
9223,09/04/2020,Austria,859624,7038,872288,28729,0,357
9224,09/05/2020,Austria,15653,55,16415,29087,0,358
9225,09/06/2020,Austria,209345,995,213925,29271,1,184
9226,09/07/2020,Austria,231884,1297,238648,29561,11,290
9227,09/08/2020,Austria,16899,293,18113,30081,1,520
9228,09/09/2020,Austria,225633,3010,248232,30583,0,502
9229,09/10/2020,Austria,3328,2,3346,31247,1,664
9230,09/11/2020,Austria,561732,9706,593924,31827,2,580
9231,09/12/2020,Austria,46778,701,48776,32696,4,869
9232,9/13/2020,Austria,201580,4095,220168,33159,2,463
9233,9/14/2020,Austria,230551,2611,245288,33541,1,382
9234,9/15/2020,Austria,37063,739,45697,34305,0,764
9235,9/16/2020,Austria,106758,1755,113568,35073,1,768
9236,9/17/2020,Austria,107710,988,110457,35853,0,780
9237,9/18/2020,Austria,857351,11867,894004,36661,5,808
9238,9/19/2020,Austria,577616,2441,639664,37474,2,813
9239,9/20/2020,Austria,8014,121,8896,38095,1,621
9240,9/21/2020,Austria,199167,3347,215957,38658,1,563
9241,9/22/2020,Austria,1730715,47774,1855341,39303,4,645
9242,9/23/2020,Austria,22997,309,26225,39984,6,681
9243,9/24/2020,Austria,11573,120,12314,40816,6,832
9244,9/25/2020,Austria,3757,6,3968,41500,3,684
9245,9/26/2020,Austria,10773,66,11418,42214,1,714
9246,9/27/2020,Austria,316447,1778,321564,42876,0,662
9247,9/28/2020,Austria,36263,615,37270,43432,3,556
9248,9/29/2020,Austria,144301,4934,156839,44041,6,609
9249,9/30/2020,Austria,258393,2448,282512,44813,3,772
9250,10/01/2020,Austria,4715,117,5203,45686,3,873
9251,10/02/2020,Austria,769048,11809,791552,46374,1,688
9252,10/03/2020,Austria,265367,1477,274540,47432,6,1058
9253,10/04/2020,Austria,32125,373,32925,48146,4,714
9254,10/05/2020,Austria,71980,1295,78509,48896,5,750
9255,10/06/2020,Austria,526721,7944,556397,49819,4,923
9256,10/07/2020,Austria,472454,8771,505054,50848,8,1029
9257,10/08/2020,Austria,4647,61,4778,52057,8,1209
9258,10/09/2020,Austria,860368,7042,872839,53188,4,1131
9259,10/10/2020,Austria,15690,55,16437,54423,10,1235
9260,10/11/2020,Austria,209447,997,214019,55319,0,896
9261,10/12/2020,Austria,232563,1300,239322,56298,4,979
9262,10/13/2020,Austria,16981,296,18239,57326,6,1028
9263,10/14/2020,Austria,227158,3025,249699,58672,12,1346
9264,10/15/2020,Austria,3330,2,3351,60224,5,1552
9265,10/16/2020,Austria,565039,9763,597112,61387,5,1163
9266,10/17/2020,Austria,46924,701,48935,63134,7,1747
9267,10/18/2020,Austria,203111,4110,221493,64806,4,1672
9268,10/19/2020,Austria,232108,2624,246679,65927,12,1121
9269,10/20/2020,Austria,37871,753,46201,67451,11,1524
9270,10/21/2020,Austria,107282,1761,114038,69409,12,1958
9271,10/22/2020,Austria,107898,988,110639,71844,18,2435
9272,10/23/2020,Austria,858370,11880,895284,74415,14,2571
9273,10/24/2020,Austria,582351,2472,644696,78029,12,3614
9274,10/25/2020,Austria,8056,122,8969,80811,16,2782
9275,10/26/2020,Austria,200664,3358,217302,83267,14,2456
9276,10/27/2020,Austria,1737080,47827,1859367,86102,14,2835
9277,10/28/2020,Austria,23166,311,26396,89496,24,3394
9278,10/29/2020,Austria,11686,122,12410,93949,32,4453
9279,10/30/2020,Austria,3772,6,3977,99576,29,5627
9280,10/31/2020,Austria,10781,67,11479,104925,30,5349
9281,11/01/2020,Austria,316970,1784,321913,109881,23,4956
9282,11/02/2020,Austria,36308,615,37311,114016,32,4135
9283,11/03/2020,Austria,145093,4964,157331,118198,36,4182
9284,11/04/2020,Austria,260773,2468,284116,125099,38,6901
9285,11/05/2020,Austria,4735,117,5215,132515,45,7416
9286,11/06/2020,Austria,770378,11822,792788,138979,79,6464
9287,11/07/2020,Austria,266120,1480,275261,147220,40,8241
9288,11/08/2020,Austria,32169,373,32945,153153,37,5933
9289,11/09/2020,Austria,72435,1307,79141,158746,48,5593
9290,11/10/2020,Austria,528832,7967,558173,164866,50,6120
9291,11/11/2020,Austria,475425,8820,507995,172380,71,7514
9292,11/12/2020,Austria,4647,61,4783,181642,49,9262
9293,11/13/2020,Austria,861153,7045,873457,191228,58,9586
9294,11/14/2020,Austria,15697,55,16461,198291,93,7063
9295,11/15/2020,Austria,209625,998,214165,203956,91,5665
9296,11/16/2020,Austria,233298,1303,239955,208613,63,4657
9297,11/17/2020,Austria,17128,297,18322,214597,63,5984
9298,11/18/2020,Austria,228304,3038,251120,221688,120,7091
9299,11/19/2020,Austria,3331,2,3354,228683,68,6995
9300,11/20/2020,Austria,569216,9813,599575,235351,118,6668
9301,11/21/2020,Austria,47056,703,49036,241962,114,6611
9302,11/22/2020,Austria,204661,4123,222811,247188,66,5226
9303,11/23/2020,Austria,233696,2650,248079,250333,78,3145
9304,11/24/2020,Austria,38690,765,46930,254710,129,4377
9305,11/25/2020,Austria,107624,1767,114407,260512,98,5802
9306,11/26/2020,Austria,108100,991,110830,266038,116,5526
9307,11/27/2020,Austria,861588,11900,896563,270992,124,4954
9308,11/28/2020,Austria,586998,2507,649571,275661,145,4669
9309,11/29/2020,Austria,8104,122,9045,279708,95,4047
9310,11/30/2020,Austria,201987,3366,218574,282456,87,2748
9311,12/01/2020,Austria,1742131,47902,1864348,285489,154,3033
9312,12/02/2020,Austria,23301,318,26534,289461,133,3972
9313,12/03/2020,Austria,11855,122,12511,293430,100,3969
9314,12/04/2020,Austria,3784,6,3994,297245,124,3815
9315,12/05/2020,Austria,10849,67,11508,300689,116,3444
9316,12/06/2020,Austria,317412,1789,322299,303430,91,2741
9317,12/07/2020,Austria,36354,615,37339,305693,62,2263
9318,12/08/2020,Austria,145623,4980,157928,308070,115,2377
9319,12/09/2020,Austria,263350,2485,285627,311002,59,2932
9320,12/10/2020,Austria,4754,117,5239,313688,117,2686
9321,12/11/2020,Austria,771693,11836,794020,316581,139,2893
9322,12/12/2020,Austria,266925,1482,275904,319822,139,3241
9323,12/13/2020,Austria,32204,373,32976,322463,63,2641
9324,12/14/2020,Austria,72880,1320,79656,325051,62,2588
9325,12/15/2020,Austria,530854,7987,559499,327679,129,2628
9326,12/16/2020,Austria,478434,8867,510951,330343,127,2664
9327,12/17/2020,Austria,861711,7047,873995,332828,239,2485
9328,12/18/2020,Austria,4652,61,4791,334913,159,2085
9329,12/19/2020,Austria,15739,55,16479,337209,90,2296
9330,12/20/2020,Austria,209790,999,214305,338854,155,1645
9331,12/21/2020,Austria,233766,1307,240572,340373,92,1519
9332,12/22/2020,Austria,17231,298,18410,342226,115,1853
9333,12/23/2020,Austria,230238,3054,252638,344357,125,2131
9334,12/24/2020,Austria,3332,2,3354,347204,99,2847
9335,12/25/2020,Austria,572523,9874,601150,349055,41,1851
9336,12/26/2020,Austria,47215,703,49131,350484,66,1429
9337,12/27/2020,Austria,206126,4135,224081,351892,41,1408
9338,12/28/2020,Austria,235197,2676,249329,353484,55,1592
9339,12/29/2020,Austria,39065,773,47703,355352,141,1868
9340,12/30/2020,Austria,108150,1775,114773,357902,98,2550
9341,12/31/2020,Austria,108320,993,111003,360815,80,2913
9342,01/01/2021,Austria,866664,11912,897801,362911,42,2096
9343,01/02/2021,Austria,591845,2533,654041,364302,16,1391
9344,01/03/2021,Austria,0,0,0,365768,54,1466
9345,01/04/2021,Austria,8175,122,9071,367410,36,1642
9346,01/05/2021,Austria,203294,3373,219893,369721,110,2311
9347,01/06/2021,Austria,1747199,47972,1868172,372190,75,2469
9348,01/07/2021,Austria,23397,318,26685,374730,48,2540
9349,01/08/2021,Austria,11883,123,12586,376793,80,2063
9350,01/09/2021,Austria,3800,6,4008,379071,51,2278
9351,01/10/2021,Austria,10868,68,11602,380722,39,1651
9352,01/11/2021,Austria,317870,1794,322642,382258,26,1536
9353,01/12/2021,Austria,36372,617,37363,383833,79,1575
9354,1/13/2021,Austria,146126,5007,158556,385750,54,1917
9355,1/14/2021,Austria,265689,2500,287219,389260,58,3510
9356,1/15/2021,Austria,4779,118,5264,390788,72,1528
9357,1/16/2021,Austria,772995,11853,795240,392511,72,1723
9358,1/17/2021,Austria,267427,1485,276516,393778,32,1267
9359,1/18/2021,Austria,32250,374,32997,394939,44,1161
9360,1/19/2021,Austria,73412,1332,80486,396425,85,1486
9361,1/20/2021,Austria,532349,8011,561161,398096,41,1671
9362,1/21/2021,Austria,481385,8916,513752,399798,56,1702
9363,1/22/2021,Austria,862230,7049,874515,401886,47,2088
9364,1/23/2021,Austria,4659,61,4798,403512,65,1626
9365,1/24/2021,Austria,16163,55,16497,404714,32,1202
9366,1/25/2021,Austria,209939,1000,214432,405723,36,1009
9367,1/26/2021,Austria,234383,1312,241222,407140,70,1417
9368,1/27/2021,Austria,17365,299,18502,408781,54,1641
9369,1/28/2021,Austria,232715,3068,254129,410230,48,1449
9370,1/29/2021,Austria,3335,2,3355,411730,56,1500
9371,1/30/2021,Austria,574925,9934,603535,413208,50,1478
9372,1/31/2021,Austria,47345,703,49235,414398,20,1190
9373,02/01/2021,Austria,207529,4148,225304,415522,62,1124
9374,02/02/2021,Austria,237009,2699,250394,416763,76,1241
9375,02/03/2021,Austria,39836,793,48354,418283,60,1520
9376,02/04/2021,Austria,108572,1786,115207,419801,37,1518
9377,02/05/2021,Austria,108488,995,111177,421189,40,1388
9378,02/06/2021,Austria,868471,11928,899011,422522,23,1333
9379,02/07/2021,Austria,596593,2562,658683,423839,20,1317
9380,02/08/2021,Austria,0,0,0,424896,22,1057
9381,02/09/2021,Austria,8192,123,9112,426093,42,1197
9382,02/10/2021,Austria,204641,3382,221115,427562,48,1469
9383,02/11/2021,Austria,1749973,48059,1872440,429139,26,1577
9384,02/12/2021,Austria,23541,320,26859,430870,35,1731
9385,2/13/2021,Austria,11927,124,12645,432303,28,1433
9386,2/14/2021,Austria,3820,7,4024,433487,18,1184
9387,2/15/2021,Austria,10934,68,11634,434712,11,1225
9388,2/16/2021,Austria,318278,1798,323029,436139,42,1427
9389,2/17/2021,Austria,36420,619,37406,437874,33,1735
9390,2/18/2021,Austria,146777,5036,159099,439841,24,1967
9391,2/19/2021,Austria,268457,2514,288692,441659,39,1818
9392,2/20/2021,Austria,4810,118,5291,443536,22,1877
9393,2/21/2021,Austria,774306,11870,796475,445374,20,1838
9394,2/22/2021,Austria,267992,1489,277151,446644,12,1270
9395,2/23/2021,Austria,32285,375,33015,448370,40,1726
9396,2/24/2021,Austria,73936,1341,81211,450376,39,2006
9397,2/25/2021,Austria,534224,8025,562722,452767,25,2391
9398,2/26/2021,Austria,484258,8966,516505,454860,24,2093
9399,2/27/2021,Austria,862895,7052,875025,457317,25,2457
9400,2/28/2021,Austria,4665,61,4805,459496,25,2179
9401,03/01/2021,Austria,16185,55,16509,460849,14,1353
9402,03/02/2021,Austria,210057,1000,214584,462769,34,1920
9403,03/03/2021,Austria,234958,1317,241776,465322,22,2553
9404,03/04/2021,Austria,17457,300,18572,467646,30,2324
9405,03/05/2021,Austria,234037,3084,255761,470314,19,2668
9406,03/06/2021,Austria,3337,2,3356,472871,28,2557
9407,03/07/2021,Austria,578116,9981,605470,475070,21,2199
9408,03/08/2021,Austria,47489,705,49305,476980,21,1910
9409,03/09/2021,Austria,208867,4160,226508,479391,28,2411
9410,03/10/2021,Austria,238374,2710,251402,481919,21,2528
9411,03/11/2021,Austria,40573,803,48951,484916,24,2997
9412,03/12/2021,Austria,109002,1793,115626,488042,36,3126
9413,3/13/2021,Austria,108761,995,111366,491065,28,3023
9414,3/14/2021,Austria,870002,11939,900214,493568,19,2503
9415,3/15/2021,Austria,601861,2594,664632,495464,21,1896
9416,3/16/2021,Austria,0,0,0,497985,36,2521
9417,3/17/2021,Austria,8252,123,9138,501224,34,3239
9418,3/18/2021,Austria,206059,3391,222397,504581,29,3357
9419,3/19/2021,Austria,1753922,48139,1876699,508096,47,3515
9420,3/20/2021,Austria,23657,322,27036,511440,31,3344
9421,3/21/2021,Austria,11977,125,12743,514153,24,2713
9422,3/22/2021,Austria,3836,7,4035,516565,17,2412
9423,3/23/2021,Austria,10998,68,11676,519980,35,3415
9424,3/24/2021,Austria,318683,1802,323364,523269,33,3289
9425,3/25/2021,Austria,36479,619,37444,526393,30,3124
9426,3/26/2021,Austria,147431,5057,159579,530288,24,3895
9427,3/27/2021,Austria,270650,2528,289999,533786,34,3498
9428,3/28/2021,Austria,4834,118,5316,536465,28,2679
9429,3/29/2021,Austria,775602,11883,797693,539541,21,3076
9430,3/30/2021,Austria,268601,1493,277724,542542,36,3001
9431,3/31/2021,Austria,32310,376,33038,546229,34,3687
9432,04/01/2021,Austria,74381,1351,81939,549592,32,3363
9433,04/02/2021,Austria,535985,8056,564132,552729,32,3137
9434,04/03/2021,Austria,487171,9010,519215,556012,40,3283
9435,04/04/2021,Austria,863508,7057,875531,558755,17,2743
9436,04/05/2021,Austria,4673,61,4818,560972,36,2217
9437,04/06/2021,Austria,16206,55,16513,562907,38,1935
9438,04/07/2021,Austria,210174,1002,214657,566008,32,3101
9439,04/08/2021,Austria,235528,1321,242224,568914,44,2906
9440,04/09/2021,Austria,17571,301,18638,571616,41,2702
9441,04/10/2021,Austria,234853,3097,257020,574755,41,3139
9442,04/11/2021,Austria,3337,2,3356,577007,28,2252
9443,04/12/2021,Austria,580655,10014,607454,578950,21,1943
9444,4/13/2021,Austria,47590,706,49362,581263,47,2313
9445,4/14/2021,Austria,210214,4171,227683,584205,34,2942
9446,4/15/2021,Austria,239800,2717,252392,586883,37,2678
9447,4/16/2021,Austria,41313,811,49375,589299,33,2416
9448,4/17/2021,Austria,109507,1799,116008,591347,30,2048
9449,4/18/2021,Austria,108940,999,111510,593423,31,2076
9450,4/19/2021,Austria,872038,11944,901410,595540,26,2117
9451,4/20/2021,Austria,607119,2623,669330,597566,40,2026
9452,4/21/2021,Austria,0,0,0,600089,41,2523
9453,4/22/2021,Austria,8383,123,9155,602494,32,2405
9454,4/23/2021,Austria,207337,3404,223578,604823,32,2329
9455,4/24/2021,Austria,1757005,48209,1880416,606954,17,2131
9456,4/25/2021,Austria,23759,322,27155,608979,19,2025
9457,4/26/2021,Austria,12008,128,12866,610545,12,1566
9458,4/27/2021,Austria,3847,7,4040,612170,31,1625
9459,4/28/2021,Austria,11007,68,11709,614510,29,2340
9460,4/29/2021,Austria,319069,1807,323757,616739,30,2229
9461,4/30/2021,Austria,36536,619,37492,618870,29,2131
9462,05/01/2021,Austria,148047,5077,160200,620485,31,1615
9463,05/02/2021,Austria,272118,2542,291289,622110,13,1625
9464,05/03/2021,Austria,4864,118,5338,623201,17,1091
9465,05/04/2021,Austria,776878,11895,798888,624595,34,1394
9466,05/05/2021,Austria,269232,1496,278108,626239,22,1644
9467,05/06/2021,Austria,32342,376,33048,627484,24,1245
9468,05/07/2021,Austria,74781,1355,82429,628817,20,1333
9469,05/08/2021,Austria,537755,8072,565556,630050,25,1233
9470,05/09/2021,Austria,490165,9057,521795,631076,8,1026
9471,05/10/2021,Austria,864049,7059,875836,631896,11,820
9472,05/11/2021,Austria,4681,61,4773,632766,23,870
9473,05/12/2021,Austria,16243,55,16536,633960,17,1194
9474,5/13/2021,Austria,210299,1003,214803,634893,18,933
9475,5/14/2021,Austria,236247,1325,242660,635780,12,887
9476,5/15/2021,Austria,17698,302,18714,636424,17,644
9477,5/16/2021,Austria,236588,3116,258635,637097,4,673
9478,5/17/2021,Austria,3338,2,3359,637573,6,476
